epoch,loss
1,1.06578928232193
2,1.0445388555526733
3,0.9123572409152985
4,1.081775814294815
5,0.9212027192115784
6,0.8772034049034119
7,0.7812826856970787
8,1.2079835832118988
9,1.1856138408184052
10,0.8040784895420074
11,0.9341138303279877
12,1.021573781967163
13,1.1864465475082397
14,0.9010939598083496
15,1.0851872563362122
16,0.8700443059206009
17,1.0820320844650269
18,1.1153576374053955
19,1.1453891694545746
20,1.082658290863037
21,1.0369305312633514
22,0.993843138217926
23,0.8336981534957886
24,0.9296707510948181
25,0.9634760022163391
26,0.8921074271202087
27,0.7653676122426987
28,0.9688457548618317
29,0.8967445194721222
30,1.0303413271903992
31,1.0763722360134125
32,1.0198134183883667
33,1.1430151760578156
34,0.7706114202737808
35,1.2313671112060547
36,0.8921290040016174
37,0.8024695292115211
38,1.0454304218292236
39,1.1510202586650848
40,1.0351817607879639
41,1.209113359451294
42,0.8995882272720337
43,0.8807908892631531
44,0.9121545553207397
45,1.1487076878547668
46,0.9559058547019958
47,0.961816668510437
48,0.9312791228294373
49,0.8885579109191895
50,1.0451970994472504
51,1.1361165642738342
52,1.0101792812347412
53,0.9859598577022552
54,1.0431623458862305
55,1.0056068897247314
56,0.8900939226150513
57,0.9346389174461365
58,0.9553778171539307
59,0.8853182196617126
60,0.8851872086524963
61,1.0425012409687042
62,0.9313944578170776
63,0.9306796789169312
64,0.9695824086666107
65,1.0290778577327728
66,0.8940366804599762
67,1.1727783679962158
68,1.0757169723510742
69,0.7599329352378845
70,1.016769915819168
71,0.9121007919311523
72,1.0703895092010498
73,1.0210707783699036
74,1.1820134222507477
75,0.9196864366531372
76,0.9401842355728149
77,0.8794296979904175
78,0.9856814444065094
79,1.0410318076610565
80,1.0731513500213623
81,1.0047595798969269
82,1.078080952167511
83,0.9244398474693298
84,0.8056335374712944
85,1.0721489191055298
86,1.0256410837173462
87,1.1091611981391907
88,1.1020999550819397
89,0.9990049004554749
90,1.174453854560852
91,0.972890168428421
92,0.9415512084960938
93,0.8740909397602081
94,0.9390362203121185
95,0.8761288523674011
96,1.012099266052246
97,0.9218865633010864
98,0.8890469074249268
99,1.1391258537769318
100,0.788477711379528
101,1.0890846848487854
102,0.9705334305763245
103,1.2068788409233093
104,1.001048505306244
105,1.0636115968227386
106,0.7564171031117439
107,0.8033755198121071
108,0.9540389478206635
109,0.9695190191268921
110,1.1314117908477783
111,0.9361191391944885
112,0.8989526033401489
113,1.01788729429245
114,1.0662198662757874
115,1.0138292014598846
116,0.905566930770874
117,0.8348725140094757
118,1.0725902318954468
119,0.9905283451080322
120,0.8552144765853882
121,1.206984519958496
122,0.9213081002235413
123,0.7805416136980057
124,0.9897279143333435
125,0.8813976049423218
126,1.1401772499084473
127,1.1137587130069733
128,0.9372358024120331
129,0.9975764155387878
130,0.8716294765472412
131,1.0099304914474487
132,0.9805551767349243
133,0.9388557076454163
134,1.0930396914482117
135,0.7702500745654106
136,0.9951280355453491
137,0.7937465161085129
138,0.9303942918777466
139,1.0604093968868256
140,0.9196904599666595
141,0.9044606685638428
142,0.8490035533905029
143,0.8017669022083282
144,1.0243918597698212
145,0.8634658455848694
146,0.8481878042221069
147,0.9293676912784576
148,0.9083687961101532
149,0.9428850412368774
150,0.8895373344421387
151,1.1202222406864166
152,0.9915520548820496
153,0.7751590460538864
154,0.860298365354538
155,0.8165235072374344
156,0.967223584651947
157,0.9163331389427185
158,0.8174066841602325
159,0.8128440231084824
160,0.8756827116012573
161,0.8481099307537079
162,0.7680376172065735
163,0.8741863965988159
164,0.9413716197013855
165,0.8356384038925171
166,1.0306404381990433
167,0.8026462197303772
168,1.0350768268108368
169,0.9593243896961212
170,0.7388192787766457
171,0.9247690439224243
172,0.9576766490936279
173,0.8481719791889191
174,0.797093391418457
175,0.7594880014657974
176,0.8346769213676453
177,0.8854390978813171
178,0.7642900049686432
179,0.8807553648948669
180,0.8763461709022522
181,0.8151863515377045
182,1.0451297461986542
183,1.0259935408830643
184,0.7586993277072906
185,0.9408625066280365
186,0.8733514547348022
187,0.952622652053833
188,1.0261548459529877
189,0.9518271386623383
190,1.0364121198654175
191,0.8136088848114014
192,0.8167706429958344
193,0.7668036818504333
194,0.7514112889766693
195,0.8548857569694519
196,1.0328004360198975
197,0.9408912658691406
198,0.8473586440086365
199,0.8461825251579285
200,0.8834764659404755
